batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city
B-1319,Tomato,Fresh,A,2026-02-09,2026-02-23,388,Ambient,Los Angeles
B-1320,Meat,Chilled,B,2026-02-07,2026-02-12,321,Refrigerated,Chicago
B-1321,Meat,Chilled,A,2026-02-05,2026-02-10,182,Refrigerated,Los Angeles
B-1322,Milk,Chilled,A,2026-02-08,2026-02-15,283,Refrigerated,Houston
B-1323,Fish,Chilled,A,2026-02-01,2026-02-06,431,Refrigerated,New York
B-1324,Fish,Chilled,A,2026-02-03,2026-02-08,188,Refrigerated,Houston
B-1325,Tomato,Fresh,A,2026-02-09,2026-02-23,212,Ambient,New York
B-1326,Milk,Chilled,C,2026-02-07,2026-02-14,495,Refrigerated,Chicago
B-1327,Meat,Chilled,B,2026-02-05,2026-02-10,103,Refrigerated,New York
B-1328,Onion,Fresh,C,2026-02-06,2026-02-20,422,Ambient,Los Angeles
B-1329,Milk,Chilled,C,2026-01-31,2026-02-07,210,Refrigerated,New York
B-1330,Meat,Chilled,C,2026-02-01,2026-02-06,382,Refrigerated,Chicago
B-1331,Tomato,Fresh,C,2026-02-09,2026-02-23,342,Ambient,Houston
B-1332,Onion,Fresh,C,2026-02-07,2026-02-21,467,Ambient,Phoenix
B-1333,Onion,Fresh,B,2026-02-08,2026-02-22,97,Ambient,Houston
B-1334,Onion,Fresh,C,2026-02-05,2026-02-19,191,Ambient,Los Angeles
B-1335,Meat,Chilled,A,2026-01-31,2026-02-05,312,Refrigerated,Houston
B-1336,Onion,Fresh,C,2026-02-08,2026-02-22,385,Ambient,Los Angeles
B-1337,Milk,Chilled,B,2026-02-03,2026-02-10,458,Refrigerated,Houston
B-1338,Fish,Chilled,C,2026-02-07,2026-02-12,223,Refrigerated,Los Angeles
B-1339,Onion,Fresh,B,2026-02-07,2026-02-21,405,Ambient,Phoenix
B-1340,Onion,Fresh,A,2026-02-05,2026-02-19,407,Ambient,Chicago
B-1341,Fish,Chilled,A,2026-02-04,2026-02-09,400,Refrigerated,Phoenix
B-1342,Meat,Chilled,B,2026-02-03,2026-02-08,473,Refrigerated,Chicago
B-1343,Meat,Chilled,B,2026-02-01,2026-02-06,466,Refrigerated,Los Angeles
B-1344,Milk,Chilled,A,2026-02-06,2026-02-13,228,Refrigerated,Houston
B-1345,Milk,Chilled,C,2026-02-05,2026-02-12,477,Refrigerated,Phoenix
B-1346,Onion,Fresh,C,2026-02-04,2026-02-18,329,Ambient,Los Angeles
B-1347,Onion,Fresh,B,2026-02-08,2026-02-22,145,Ambient,Chicago
B-1348,Tomato,Fresh,A,2026-02-03,2026-02-17,410,Ambient,Chicago
B-1349,Onion,Fresh,C,2026-02-09,2026-02-23,475,Ambient,Chicago
B-1350,Meat,Chilled,B,2026-02-07,2026-02-12,95,Refrigerated,Houston
B-1351,Meat,Chilled,C,2026-02-03,2026-02-08,490,Refrigerated,Phoenix
B-1352,Milk,Chilled,C,2026-02-06,2026-02-13,307,Refrigerated,New York
B-1353,Meat,Chilled,C,2026-02-09,2026-02-14,498,Refrigerated,Los Angeles
B-1354,Fish,Chilled,A,2026-02-09,2026-02-14,487,Refrigerated,Los Angeles
B-1355,Onion,Fresh,C,2026-02-01,2026-02-15,142,Ambient,New York
B-1356,Onion,Fresh,B,2026-02-03,2026-02-17,115,Ambient,Phoenix
B-1357,Meat,Chilled,B,2026-01-31,2026-02-05,339,Refrigerated,Los Angeles
B-1358,Meat,Chilled,B,2026-02-09,2026-02-14,308,Refrigerated,Houston
B-1359,Tomato,Fresh,B,2026-02-06,2026-02-20,336,Ambient,Phoenix
B-1360,Milk,Chilled,B,2026-02-07,2026-02-14,336,Refrigerated,Los Angeles
B-1361,Tomato,Fresh,B,2026-02-08,2026-02-22,294,Ambient,New York
B-1362,Meat,Chilled,B,2026-02-03,2026-02-08,407,Refrigerated,Houston
B-1363,Onion,Fresh,C,2026-02-06,2026-02-20,106,Ambient,Houston
B-1364,Tomato,Fresh,A,2026-02-05,2026-02-19,207,Ambient,Phoenix
B-1365,Fish,Chilled,A,2026-02-01,2026-02-06,91,Refrigerated,Chicago
B-1366,Fish,Chilled,C,2026-02-01,2026-02-06,229,Refrigerated,Phoenix
B-1367,Milk,Chilled,C,2026-02-03,2026-02-10,393,Refrigerated,Los Angeles
B-1368,Meat,Chilled,C,2026-01-31,2026-02-05,428,Refrigerated,Los Angeles
B-1369,Tomato,Fresh,A,2026-02-04,2026-02-18,75,Ambient,Phoenix
B-1370,Meat,Chilled,C,2026-02-04,2026-02-09,331,Refrigerated,Houston
B-1371,Milk,Chilled,C,2026-02-08,2026-02-15,130,Refrigerated,Houston
B-1372,Onion,Fresh,A,2026-02-04,2026-02-18,231,Ambient,Phoenix
B-1373,Milk,Chilled,A,2026-01-31,2026-02-07,83,Refrigerated,Chicago
B-1374,Tomato,Fresh,C,2026-01-31,2026-02-14,139,Ambient,Chicago
B-1375,Meat,Chilled,B,2026-02-01,2026-02-06,237,Refrigerated,Los Angeles
B-1376,Tomato,Fresh,A,2026-02-06,2026-02-20,58,Ambient,Houston
B-1377,Fish,Chilled,C,2026-02-01,2026-02-06,400,Refrigerated,Phoenix
B-1378,Milk,Chilled,A,2026-02-07,2026-02-14,450,Refrigerated,New York
B-1379,Tomato,Fresh,C,2026-02-07,2026-02-21,71,Ambient,Los Angeles
B-1380,Fish,Chilled,A,2026-02-01,2026-02-06,165,Refrigerated,Houston
B-1381,Fish,Chilled,B,2026-02-05,2026-02-10,413,Refrigerated,Houston
B-1382,Meat,Chilled,C,2026-02-05,2026-02-10,194,Refrigerated,New York
B-1383,Tomato,Fresh,B,2026-02-06,2026-02-20,342,Ambient,Los Angeles
B-1384,Fish,Chilled,A,2026-02-08,2026-02-13,133,Refrigerated,Chicago
B-1385,Tomato,Fresh,C,2026-02-09,2026-02-23,492,Ambient,New York
B-1386,Tomato,Fresh,C,2026-02-07,2026-02-21,63,Ambient,Chicago
B-1387,Tomato,Fresh,B,2026-02-03,2026-02-17,453,Ambient,Phoenix
B-1388,Meat,Chilled,A,2026-02-01,2026-02-06,463,Refrigerated,New York
B-1389,Fish,Chilled,C,2026-02-06,2026-02-11,347,Refrigerated,New York
B-1390,Meat,Chilled,A,2026-02-02,2026-02-07,441,Refrigerated,New York
B-1391,Meat,Chilled,C,2026-02-07,2026-02-12,111,Refrigerated,Phoenix
B-1392,Meat,Chilled,C,2026-02-06,2026-02-11,350,Refrigerated,Chicago
B-1393,Milk,Chilled,A,2026-02-04,2026-02-11,85,Refrigerated,New York
B-1394,Onion,Fresh,A,2026-02-09,2026-02-23,326,Ambient,Los Angeles
B-1395,Meat,Chilled,B,2026-02-06,2026-02-11,324,Refrigerated,Los Angeles
B-1396,Milk,Chilled,C,2026-02-09,2026-02-16,95,Refrigerated,Houston
B-1397,Tomato,Fresh,A,2026-02-07,2026-02-21,478,Ambient,Phoenix
B-1398,Fish,Chilled,A,2026-02-07,2026-02-12,128,Refrigerated,New York
B-1399,Onion,Fresh,A,2026-02-03,2026-02-17,68,Ambient,Los Angeles
B-1400,Meat,Chilled,B,2026-02-09,2026-02-14,55,Refrigerated,Los Angeles
B-1401,Milk,Chilled,C,2026-02-07,2026-02-14,309,Refrigerated,Houston
B-1402,Tomato,Fresh,A,2026-02-07,2026-02-21,324,Ambient,Chicago
B-1403,Milk,Chilled,B,2026-02-02,2026-02-09,269,Refrigerated,Chicago
B-1404,Meat,Chilled,B,2026-02-03,2026-02-08,148,Refrigerated,Houston
B-1405,Milk,Chilled,A,2026-02-07,2026-02-14,171,Refrigerated,Houston
B-1406,Onion,Fresh,A,2026-01-31,2026-02-14,91,Ambient,Chicago
B-1407,Tomato,Fresh,A,2026-02-07,2026-02-21,125,Ambient,Phoenix
B-1408,Fish,Chilled,B,2026-02-02,2026-02-07,182,Refrigerated,Los Angeles
B-1409,Fish,Chilled,B,2026-02-05,2026-02-10,221,Refrigerated,Phoenix
B-1410,Meat,Chilled,A,2026-01-31,2026-02-05,52,Refrigerated,Chicago
B-1411,Meat,Chilled,C,2026-02-02,2026-02-07,128,Refrigerated,New York
B-1412,Milk,Chilled,C,2026-02-01,2026-02-08,190,Refrigerated,Phoenix
B-1413,Milk,Chilled,A,2026-02-09,2026-02-16,418,Refrigerated,New York
B-1414,Milk,Chilled,A,2026-02-04,2026-02-11,312,Refrigerated,New York
B-1415,Onion,Fresh,A,2026-02-08,2026-02-22,93,Ambient,Los Angeles
B-1416,Milk,Chilled,B,2026-02-08,2026-02-15,196,Refrigerated,Houston
B-1417,Tomato,Fresh,C,2026-02-02,2026-02-16,383,Ambient,New York
B-1418,Milk,Chilled,C,2026-02-02,2026-02-09,419,Refrigerated,Phoenix
B-1419,Meat,Chilled,B,2026-02-07,2026-02-12,429,Refrigerated,New York
B-1420,Tomato,Fresh,B,2026-02-07,2026-02-21,255,Ambient,Phoenix
B-1421,Tomato,Fresh,B,2026-01-31,2026-02-14,461,Ambient,Phoenix
B-1422,Tomato,Fresh,A,2026-01-31,2026-02-14,402,Ambient,Houston
B-1423,Tomato,Fresh,A,2026-02-04,2026-02-18,82,Ambient,New York
B-1424,Fish,Chilled,A,2026-02-03,2026-02-08,127,Refrigerated,Phoenix
B-1425,Meat,Chilled,A,2026-02-04,2026-02-09,390,Refrigerated,New York
B-1426,Milk,Chilled,C,2026-01-31,2026-02-07,305,Refrigerated,Los Angeles
B-1427,Meat,Chilled,B,2026-02-01,2026-02-06,60,Refrigerated,Phoenix
B-1428,Onion,Fresh,A,2026-02-05,2026-02-19,321,Ambient,Phoenix
B-1429,Onion,Fresh,A,2026-02-07,2026-02-21,421,Ambient,Chicago
B-1430,Onion,Fresh,A,2026-02-08,2026-02-22,249,Ambient,Phoenix
B-1431,Fish,Chilled,B,2026-02-05,2026-02-10,70,Refrigerated,Los Angeles
B-1432,Milk,Chilled,B,2026-02-07,2026-02-14,98,Refrigerated,Phoenix
B-1433,Fish,Chilled,B,2026-02-08,2026-02-13,398,Refrigerated,Chicago
B-1434,Fish,Chilled,C,2026-02-03,2026-02-08,331,Refrigerated,Houston
B-1435,Tomato,Fresh,C,2026-01-31,2026-02-14,112,Ambient,New York
B-1436,Onion,Fresh,C,2026-02-01,2026-02-15,351,Ambient,New York
B-1437,Milk,Chilled,C,2026-02-06,2026-02-13,364,Refrigerated,New York
B-1438,Meat,Chilled,A,2026-02-05,2026-02-10,292,Refrigerated,Chicago
B-1439,Milk,Chilled,B,2026-01-31,2026-02-07,460,Refrigerated,Houston
B-1440,Milk,Chilled,A,2026-02-03,2026-02-10,53,Refrigerated,Houston
B-1441,Tomato,Fresh,A,2026-02-08,2026-02-22,192,Ambient,Chicago
B-1442,Onion,Fresh,C,2026-02-01,2026-02-15,204,Ambient,Chicago
B-1443,Tomato,Fresh,A,2026-02-06,2026-02-20,94,Ambient,New York
B-1444,Milk,Chilled,C,2026-01-31,2026-02-07,161,Refrigerated,New York
B-1445,Milk,Chilled,B,2026-02-02,2026-02-09,332,Refrigerated,New York
B-1446,Tomato,Fresh,C,2026-02-01,2026-02-15,352,Ambient,Houston
B-1447,Tomato,Fresh,B,2026-02-05,2026-02-19,456,Ambient,New York
B-1448,Meat,Chilled,B,2026-02-06,2026-02-11,338,Refrigerated,Houston
B-1449,Milk,Chilled,C,2026-02-05,2026-02-12,133,Refrigerated,Phoenix
B-1450,Fish,Chilled,C,2026-01-31,2026-02-05,292,Refrigerated,Houston
B-1451,Meat,Chilled,A,2026-02-07,2026-02-12,149,Refrigerated,Los Angeles
B-1452,Tomato,Fresh,C,2026-02-05,2026-02-19,298,Ambient,Los Angeles
B-1453,Milk,Chilled,B,2026-01-31,2026-02-07,415,Refrigerated,Chicago
B-1454,Meat,Chilled,B,2026-02-09,2026-02-14,261,Refrigerated,Chicago
B-1455,Tomato,Fresh,C,2026-02-04,2026-02-18,463,Ambient,Houston
B-1456,Onion,Fresh,C,2026-02-02,2026-02-16,381,Ambient,Phoenix
B-1457,Meat,Chilled,B,2026-02-04,2026-02-09,127,Refrigerated,Chicago
B-1458,Fish,Chilled,C,2026-02-04,2026-02-09,405,Refrigerated,Phoenix
B-1459,Meat,Chilled,A,2026-01-31,2026-02-05,273,Refrigerated,Phoenix
B-1460,Milk,Chilled,C,2026-02-07,2026-02-14,367,Refrigerated,New York
B-1461,Milk,Chilled,B,2026-02-06,2026-02-13,241,Refrigerated,Phoenix
B-1462,Fish,Chilled,B,2026-02-01,2026-02-06,173,Refrigerated,Phoenix
B-1463,Fish,Chilled,C,2026-02-07,2026-02-12,448,Refrigerated,New York
B-1464,Fish,Chilled,C,2026-02-09,2026-02-14,477,Refrigerated,Phoenix
B-1465,Onion,Fresh,A,2026-02-06,2026-02-20,262,Ambient,Houston
B-1466,Milk,Chilled,A,2026-02-02,2026-02-09,143,Refrigerated,Houston
B-1467,Milk,Chilled,C,2026-02-08,2026-02-15,255,Refrigerated,New York
B-1468,Milk,Chilled,B,2026-01-31,2026-02-07,482,Refrigerated,Phoenix
B-1469,Milk,Chilled,B,2026-02-04,2026-02-11,111,Refrigerated,New York
B-1470,Milk,Chilled,B,2026-02-06,2026-02-13,433,Refrigerated,Los Angeles
B-1471,Fish,Chilled,B,2026-01-31,2026-02-05,468,Refrigerated,Phoenix
B-1472,Onion,Fresh,B,2026-02-08,2026-02-22,298,Ambient,Houston
B-1473,Milk,Chilled,B,2026-02-02,2026-02-09,223,Refrigerated,Chicago
B-1474,Fish,Chilled,A,2026-02-08,2026-02-13,120,Refrigerated,Chicago
B-1475,Meat,Chilled,B,2026-02-08,2026-02-13,275,Refrigerated,Chicago
B-1476,Meat,Chilled,C,2026-02-04,2026-02-09,416,Refrigerated,New York
B-1477,Onion,Fresh,C,2026-02-02,2026-02-16,131,Ambient,Chicago
B-1478,Tomato,Fresh,B,2026-02-09,2026-02-23,398,Ambient,Houston
B-1479,Fish,Chilled,A,2026-02-05,2026-02-10,297,Refrigerated,Los Angeles
B-1480,Meat,Chilled,C,2026-02-05,2026-02-10,359,Refrigerated,Los Angeles
B-1481,Meat,Chilled,C,2026-02-05,2026-02-10,381,Refrigerated,Houston
B-1482,Tomato,Fresh,C,2026-01-31,2026-02-14,430,Ambient,New York
B-1483,Fish,Chilled,B,2026-02-02,2026-02-07,215,Refrigerated,New York
B-1484,Onion,Fresh,A,2026-02-09,2026-02-23,173,Ambient,Chicago
B-1485,Fish,Chilled,B,2026-02-06,2026-02-11,382,Refrigerated,Chicago
B-1486,Tomato,Fresh,B,2026-02-01,2026-02-15,248,Ambient,Chicago
B-1487,Tomato,Fresh,A,2026-01-31,2026-02-14,464,Ambient,Los Angeles
B-1488,Milk,Chilled,B,2026-01-31,2026-02-07,266,Refrigerated,Chicago
B-1489,Fish,Chilled,B,2026-02-09,2026-02-14,194,Refrigerated,Houston
B-1490,Onion,Fresh,A,2026-02-01,2026-02-15,476,Ambient,Phoenix
B-1491,Tomato,Fresh,B,2026-02-06,2026-02-20,466,Ambient,Houston
B-1492,Tomato,Fresh,B,2026-02-09,2026-02-23,482,Ambient,Phoenix
B-1493,Tomato,Fresh,B,2026-02-04,2026-02-18,149,Ambient,Chicago
B-1494,Fish,Chilled,C,2026-02-07,2026-02-12,192,Refrigerated,Phoenix
B-1495,Fish,Chilled,C,2026-02-08,2026-02-13,157,Refrigerated,Phoenix
B-1496,Onion,Fresh,C,2026-02-08,2026-02-22,163,Ambient,New York
B-1497,Fish,Chilled,A,2026-02-07,2026-02-12,273,Refrigerated,Phoenix
B-1498,Tomato,Fresh,B,2026-01-31,2026-02-14,499,Ambient,New York
B-1499,Milk,Chilled,A,2026-02-08,2026-02-15,417,Refrigerated,Los Angeles
B-1500,Meat,Chilled,B,2026-02-06,2026-02-11,137,Refrigerated,Phoenix
B-1501,Tomato,Fresh,A,2026-02-01,2026-02-15,413,Ambient,Chicago
B-1502,Milk,Chilled,B,2026-02-03,2026-02-10,217,Refrigerated,Chicago
B-1503,Onion,Fresh,B,2026-02-08,2026-02-22,77,Ambient,Chicago
B-1504,Meat,Chilled,A,2026-02-01,2026-02-06,56,Refrigerated,Houston
B-1505,Tomato,Fresh,C,2026-02-05,2026-02-19,190,Ambient,Phoenix
B-1506,Tomato,Fresh,B,2026-01-31,2026-02-14,344,Ambient,Phoenix
B-1507,Milk,Chilled,B,2026-02-08,2026-02-15,439,Refrigerated,Los Angeles
B-1508,Fish,Chilled,B,2026-02-07,2026-02-12,290,Refrigerated,Los Angeles
B-1509,Fish,Chilled,C,2026-01-31,2026-02-05,171,Refrigerated,New York
B-1510,Meat,Chilled,A,2026-02-03,2026-02-08,454,Refrigerated,New York
B-1511,Fish,Chilled,C,2026-02-02,2026-02-07,415,Refrigerated,New York
B-1512,Milk,Chilled,B,2026-02-05,2026-02-12,371,Refrigerated,Phoenix
B-1513,Meat,Chilled,C,2026-02-06,2026-02-11,349,Refrigerated,New York
B-1514,Meat,Chilled,C,2026-01-31,2026-02-05,481,Refrigerated,Phoenix
B-1515,Fish,Chilled,B,2026-02-07,2026-02-12,113,Refrigerated,Chicago
B-1516,Meat,Chilled,C,2026-02-02,2026-02-07,292,Refrigerated,Chicago
B-1517,Milk,Chilled,A,2026-02-01,2026-02-08,184,Refrigerated,Los Angeles
B-1518,Meat,Chilled,B,2026-02-03,2026-02-08,437,Refrigerated,Houston
B-1519,Onion,Fresh,A,2026-02-04,2026-02-18,154,Ambient,Chicago
B-1520,Meat,Chilled,B,2026-02-02,2026-02-07,267,Refrigerated,Houston
B-1521,Onion,Fresh,B,2026-02-01,2026-02-15,497,Ambient,Phoenix
B-1522,Onion,Fresh,B,2026-02-04,2026-02-18,344,Ambient,Chicago
B-1523,Onion,Fresh,A,2026-01-31,2026-02-14,241,Ambient,Phoenix
B-1524,Tomato,Fresh,B,2026-02-07,2026-02-21,134,Ambient,Chicago
B-1525,Tomato,Fresh,B,2026-02-04,2026-02-18,476,Ambient,Houston
B-1526,Tomato,Fresh,B,2026-02-01,2026-02-15,493,Ambient,Chicago
B-1527,Tomato,Fresh,C,2026-02-09,2026-02-23,111,Ambient,Phoenix
B-1528,Fish,Chilled,A,2026-02-07,2026-02-12,457,Refrigerated,New York
B-1529,Tomato,Fresh,A,2026-02-06,2026-02-20,193,Ambient,Houston
B-1530,Tomato,Fresh,B,2026-02-07,2026-02-21,115,Ambient,Chicago
B-1531,Tomato,Fresh,B,2026-02-08,2026-02-22,290,Ambient,Phoenix
B-1532,Meat,Chilled,A,2026-02-03,2026-02-08,291,Refrigerated,Houston
B-1533,Meat,Chilled,A,2026-02-09,2026-02-14,447,Refrigerated,New York
B-1534,Tomato,Fresh,A,2026-02-01,2026-02-15,144,Ambient,Houston
B-1535,Onion,Fresh,A,2026-02-03,2026-02-17,127,Ambient,Phoenix
B-1536,Fish,Chilled,B,2026-02-08,2026-02-13,484,Refrigerated,Los Angeles
B-1537,Onion,Fresh,A,2026-01-31,2026-02-14,211,Ambient,Houston
B-1538,Meat,Chilled,A,2026-01-31,2026-02-05,362,Refrigerated,New York
B-1539,Tomato,Fresh,A,2026-02-07,2026-02-21,369,Ambient,New York
B-1540,Meat,Chilled,A,2026-02-03,2026-02-08,191,Refrigerated,Chicago
B-1541,Meat,Chilled,A,2026-02-01,2026-02-06,474,Refrigerated,New York
B-1542,Fish,Chilled,A,2026-02-05,2026-02-10,128,Refrigerated,Houston
B-1543,Meat,Chilled,B,2026-02-06,2026-02-11,164,Refrigerated,Chicago
B-1544,Meat,Chilled,B,2026-01-31,2026-02-05,290,Refrigerated,Los Angeles
B-1545,Milk,Chilled,C,2026-02-09,2026-02-16,302,Refrigerated,Chicago
B-1546,Milk,Chilled,A,2026-01-31,2026-02-07,177,Refrigerated,Chicago
B-1547,Meat,Chilled,C,2026-02-09,2026-02-14,461,Refrigerated,Houston
B-1548,Onion,Fresh,A,2026-01-31,2026-02-14,223,Ambient,Phoenix
B-1549,Meat,Chilled,B,2026-02-04,2026-02-09,450,Refrigerated,Phoenix
B-1550,Milk,Chilled,C,2026-02-03,2026-02-10,141,Refrigerated,Phoenix
B-1551,Fish,Chilled,B,2026-01-31,2026-02-05,429,Refrigerated,New York
B-1552,Meat,Chilled,B,2026-02-08,2026-02-13,316,Refrigerated,Phoenix
B-1553,Milk,Chilled,B,2026-02-05,2026-02-12,119,Refrigerated,Chicago
B-1554,Meat,Chilled,A,2026-02-02,2026-02-07,77,Refrigerated,Houston
B-1555,Meat,Chilled,A,2026-02-09,2026-02-14,411,Refrigerated,Chicago
B-1556,Onion,Fresh,C,2026-02-07,2026-02-21,245,Ambient,Chicago
B-1557,Meat,Chilled,A,2026-02-03,2026-02-08,148,Refrigerated,Los Angeles
B-1558,Tomato,Fresh,B,2026-02-07,2026-02-21,440,Ambient,New York
B-1559,Tomato,Fresh,B,2026-02-01,2026-02-15,496,Ambient,Chicago
B-1560,Milk,Chilled,B,2026-02-06,2026-02-13,226,Refrigerated,Houston
B-1561,Fish,Chilled,B,2026-01-31,2026-02-05,118,Refrigerated,Phoenix
B-1562,Milk,Chilled,A,2026-02-05,2026-02-12,87,Refrigerated,Chicago
B-1563,Onion,Fresh,C,2026-02-08,2026-02-22,476,Ambient,Houston
B-1564,Onion,Fresh,A,2026-02-08,2026-02-22,416,Ambient,Houston
B-1565,Meat,Chilled,B,2026-02-08,2026-02-13,499,Refrigerated,Houston
B-1566,Tomato,Fresh,C,2026-02-01,2026-02-15,234,Ambient,Chicago
B-1567,Onion,Fresh,C,2026-02-05,2026-02-19,494,Ambient,Chicago
B-1568,Tomato,Fresh,A,2026-01-31,2026-02-14,158,Ambient,Los Angeles
B-1569,Meat,Chilled,C,2026-02-09,2026-02-14,312,Refrigerated,New York
B-1570,Onion,Fresh,A,2026-02-05,2026-02-19,483,Ambient,Chicago
B-1571,Onion,Fresh,C,2026-02-04,2026-02-18,220,Ambient,Chicago
B-1572,Tomato,Fresh,C,2026-01-31,2026-02-14,155,Ambient,Chicago
B-1573,Meat,Chilled,A,2026-01-31,2026-02-05,485,Refrigerated,Phoenix
B-1574,Onion,Fresh,C,2026-02-09,2026-02-23,461,Ambient,Chicago
B-1575,Milk,Chilled,A,2026-02-06,2026-02-13,250,Refrigerated,Houston
B-1576,Milk,Chilled,A,2026-02-07,2026-02-14,450,Refrigerated,New York
B-1577,Onion,Fresh,C,2026-02-07,2026-02-21,322,Ambient,Phoenix
B-1578,Tomato,Fresh,C,2026-02-06,2026-02-20,97,Ambient,Chicago
B-1579,Fish,Chilled,C,2026-02-04,2026-02-09,224,Refrigerated,Houston
B-1580,Meat,Chilled,A,2026-02-04,2026-02-09,394,Refrigerated,Los Angeles
B-1581,Milk,Chilled,A,2026-01-31,2026-02-07,442,Refrigerated,Los Angeles
B-1582,Meat,Chilled,C,2026-02-09,2026-02-14,437,Refrigerated,Houston
B-1583,Milk,Chilled,A,2026-02-08,2026-02-15,304,Refrigerated,Los Angeles
B-1584,Meat,Chilled,B,2026-01-31,2026-02-05,346,Refrigerated,Chicago
B-1585,Tomato,Fresh,C,2026-02-09,2026-02-23,52,Ambient,New York
B-1586,Milk,Chilled,C,2026-01-31,2026-02-07,150,Refrigerated,Phoenix
B-1587,Fish,Chilled,C,2026-02-09,2026-02-14,371,Refrigerated,Los Angeles
B-1588,Milk,Chilled,A,2026-02-02,2026-02-09,173,Refrigerated,New York
B-1589,Milk,Chilled,A,2026-02-02,2026-02-09,207,Refrigerated,Chicago
B-1590,Tomato,Fresh,A,2026-02-06,2026-02-20,180,Ambient,Houston
B-1591,Fish,Chilled,B,2026-02-03,2026-02-08,273,Refrigerated,Chicago
B-1592,Meat,Chilled,A,2026-02-06,2026-02-11,394,Refrigerated,Los Angeles
B-1593,Tomato,Fresh,B,2026-02-05,2026-02-19,316,Ambient,Houston
B-1594,Onion,Fresh,C,2026-02-01,2026-02-15,421,Ambient,Houston
B-1595,Milk,Chilled,C,2026-02-01,2026-02-08,258,Refrigerated,Phoenix
B-1596,Fish,Chilled,A,2026-02-01,2026-02-06,394,Refrigerated,Los Angeles
B-1597,Tomato,Fresh,B,2026-02-03,2026-02-17,349,Ambient,Phoenix
B-1598,Onion,Fresh,C,2026-02-06,2026-02-20,361,Ambient,Los Angeles
B-1599,Tomato,Fresh,B,2026-02-06,2026-02-20,199,Ambient,Los Angeles
B-1600,Meat,Chilled,A,2026-02-05,2026-02-10,356,Refrigerated,Phoenix
B-1601,Fish,Chilled,C,2026-02-01,2026-02-06,487,Refrigerated,Los Angeles
B-1602,Onion,Fresh,B,2026-02-06,2026-02-20,419,Ambient,Los Angeles
B-1603,Tomato,Fresh,B,2026-02-03,2026-02-17,63,Ambient,New York
B-1604,Meat,Chilled,C,2026-02-04,2026-02-09,206,Refrigerated,Houston
B-1605,Meat,Chilled,A,2026-02-01,2026-02-06,285,Refrigerated,Phoenix
B-1606,Tomato,Fresh,C,2026-01-31,2026-02-14,332,Ambient,Houston
B-1607,Milk,Chilled,B,2026-02-01,2026-02-08,167,Refrigerated,Los Angeles
B-1608,Onion,Fresh,B,2026-02-02,2026-02-16,55,Ambient,Houston
B-1609,Meat,Chilled,A,2026-02-02,2026-02-07,414,Refrigerated,Los Angeles
B-1610,Fish,Chilled,C,2026-02-05,2026-02-10,489,Refrigerated,New York
B-1611,Tomato,Fresh,B,2026-02-02,2026-02-16,205,Ambient,Houston
B-1612,Fish,Chilled,C,2026-02-03,2026-02-08,201,Refrigerated,Chicago
B-1613,Tomato,Fresh,A,2026-02-05,2026-02-19,394,Ambient,Phoenix
B-1614,Tomato,Fresh,B,2026-02-03,2026-02-17,335,Ambient,Houston
B-1615,Tomato,Fresh,B,2026-01-31,2026-02-14,290,Ambient,New York
B-1616,Milk,Chilled,C,2026-02-07,2026-02-14,494,Refrigerated,Houston
B-1617,Tomato,Fresh,C,2026-02-08,2026-02-22,188,Ambient,Chicago
B-1618,Milk,Chilled,A,2026-02-03,2026-02-10,127,Refrigerated,New York
B-1619,Onion,Fresh,A,2026-02-02,2026-02-16,486,Ambient,Phoenix
B-1620,Milk,Chilled,A,2026-01-31,2026-02-07,95,Refrigerated,Phoenix
B-1621,Fish,Chilled,C,2026-02-04,2026-02-09,456,Refrigerated,New York
B-1622,Meat,Chilled,C,2026-02-07,2026-02-12,284,Refrigerated,Los Angeles
B-1623,Meat,Chilled,C,2026-01-31,2026-02-05,381,Refrigerated,Phoenix
B-1624,Fish,Chilled,A,2026-02-07,2026-02-12,343,Refrigerated,New York
B-1625,Fish,Chilled,C,2026-01-31,2026-02-05,58,Refrigerated,Phoenix
B-1626,Milk,Chilled,B,2026-02-01,2026-02-08,198,Refrigerated,Phoenix
B-1627,Onion,Fresh,C,2026-02-06,2026-02-20,113,Ambient,New York
B-1628,Milk,Chilled,A,2026-02-05,2026-02-12,387,Refrigerated,Chicago
B-1629,Fish,Chilled,A,2026-02-05,2026-02-10,53,Refrigerated,Los Angeles
B-1630,Fish,Chilled,A,2026-02-06,2026-02-11,449,Refrigerated,New York
B-1631,Tomato,Fresh,C,2026-02-08,2026-02-22,282,Ambient,Chicago
B-1632,Fish,Chilled,A,2026-02-02,2026-02-07,479,Refrigerated,Phoenix
B-1633,Fish,Chilled,B,2026-02-06,2026-02-11,321,Refrigerated,Los Angeles
B-1634,Milk,Chilled,A,2026-02-05,2026-02-12,222,Refrigerated,Houston
B-1635,Meat,Chilled,A,2026-02-01,2026-02-06,183,Refrigerated,Phoenix
B-1636,Tomato,Fresh,B,2026-02-07,2026-02-21,278,Ambient,Los Angeles
B-1637,Onion,Fresh,A,2026-02-05,2026-02-19,198,Ambient,Phoenix
B-1638,Onion,Fresh,B,2026-02-05,2026-02-19,456,Ambient,New York
B-1639,Fish,Chilled,A,2026-02-04,2026-02-09,307,Refrigerated,Los Angeles
