route_id,batch_id,distance_km,estimated_time_hours,route_type
R-1697,B-1697,434,7.61,warehouse
R-1698,B-1698,183,2.29,warehouse
R-1699,B-1699,461,5.91,warehouse
R-1700,B-1700,459,5.74,direct
R-1701,B-1701,425,8.33,direct
R-1702,B-1702,126,2.03,direct
R-1703,B-1703,303,4.97,warehouse
R-1704,B-1704,225,3.36,warehouse
R-1705,B-1705,56,1.02,direct
R-1706,B-1706,237,3.08,direct
R-1707,B-1707,381,5.29,direct
R-1708,B-1708,40,0.52,warehouse
R-1709,B-1709,256,4.65,direct
R-1710,B-1710,119,2.16,warehouse
R-1711,B-1711,137,1.71,warehouse
R-1712,B-1712,421,5.93,warehouse
R-1713,B-1713,471,6.45,direct
R-1714,B-1714,304,4.0,warehouse
R-1715,B-1715,414,7.53,warehouse
R-1716,B-1716,264,3.62,direct
R-1717,B-1717,328,6.83,warehouse
R-1718,B-1718,161,2.12,warehouse
R-1719,B-1719,423,7.98,direct
R-1720,B-1720,377,5.09,warehouse
R-1721,B-1721,275,3.99,warehouse
R-1722,B-1722,75,1.07,warehouse
R-1723,B-1723,481,10.23,warehouse
R-1724,B-1724,88,1.6,warehouse
R-1725,B-1725,389,6.08,direct
R-1726,B-1726,396,6.09,warehouse
R-1727,B-1727,98,1.81,warehouse
R-1728,B-1728,324,6.35,warehouse
R-1729,B-1729,101,1.46,direct
R-1730,B-1730,31,0.72,warehouse
R-1731,B-1731,46,0.6,warehouse
R-1732,B-1732,283,4.64,warehouse
R-1733,B-1733,250,4.03,direct
R-1734,B-1734,204,4.74,direct
R-1735,B-1735,498,6.38,warehouse
R-1736,B-1736,470,7.23,direct
R-1737,B-1737,447,6.12,direct
R-1738,B-1738,69,1.15,warehouse
R-1739,B-1739,71,1.01,direct
R-1740,B-1740,365,5.98,warehouse
R-1741,B-1741,214,2.97,direct
R-1742,B-1742,34,0.61,warehouse
R-1743,B-1743,355,6.34,warehouse
R-1744,B-1744,336,6.72,warehouse
R-1745,B-1745,112,2.11,warehouse
R-1746,B-1746,431,7.84,warehouse
R-1747,B-1747,243,3.16,warehouse
R-1748,B-1748,174,3.16,warehouse
R-1749,B-1749,303,3.94,direct
R-1750,B-1750,23,0.41,direct
R-1751,B-1751,90,1.7,direct
R-1752,B-1752,112,1.49,direct
R-1753,B-1753,232,4.94,warehouse
R-1754,B-1754,68,1.03,direct
R-1755,B-1755,289,3.75,direct
R-1756,B-1756,81,1.76,direct
R-1757,B-1757,76,1.33,warehouse
R-1758,B-1758,347,6.31,warehouse
R-1759,B-1759,236,4.21,warehouse
R-1760,B-1760,409,8.52,warehouse
R-1761,B-1761,301,5.28,warehouse
R-1762,B-1762,352,6.07,warehouse
R-1763,B-1763,228,4.56,direct
R-1764,B-1764,305,6.22,direct
R-1765,B-1765,427,6.19,direct
R-1766,B-1766,344,4.59,direct
R-1767,B-1767,179,3.73,direct
R-1768,B-1768,255,3.81,warehouse
R-1769,B-1769,127,2.89,warehouse
R-1770,B-1770,350,6.73,warehouse
R-1771,B-1771,352,4.96,warehouse
R-1772,B-1772,263,6.26,warehouse
R-1773,B-1773,201,3.09,direct
R-1774,B-1774,372,8.45,warehouse
R-1775,B-1775,248,3.59,direct
R-1776,B-1776,162,3.6,direct
R-1777,B-1777,427,8.54,warehouse
R-1778,B-1778,369,5.05,direct
R-1779,B-1779,159,2.21,direct
R-1780,B-1780,490,10.21,warehouse
R-1781,B-1781,49,0.62,warehouse
R-1782,B-1782,218,3.3,warehouse
R-1783,B-1783,49,0.68,direct
R-1784,B-1784,238,3.05,warehouse
R-1785,B-1785,275,4.82,direct
R-1786,B-1786,98,1.81,direct
R-1787,B-1787,31,0.42,direct
R-1788,B-1788,392,7.26,warehouse
R-1789,B-1789,221,5.53,direct
R-1790,B-1790,76,1.38,warehouse
R-1791,B-1791,339,4.71,warehouse
R-1792,B-1792,483,7.21,direct
R-1793,B-1793,324,7.53,direct
R-1794,B-1794,35,0.51,warehouse
R-1795,B-1795,103,1.3,direct
R-1796,B-1796,29,0.48,direct
R-1797,B-1797,30,0.59,warehouse
R-1798,B-1798,364,4.67,warehouse
R-1799,B-1799,476,7.8,warehouse
R-1800,B-1800,234,3.25,warehouse
R-1801,B-1801,219,2.84,direct
R-1802,B-1802,437,10.16,warehouse
R-1803,B-1803,477,7.95,warehouse
R-1804,B-1804,19,0.38,direct
R-1805,B-1805,120,1.74,direct
R-1806,B-1806,405,5.33,warehouse
R-1807,B-1807,486,9.92,direct
R-1808,B-1808,146,2.56,direct
R-1809,B-1809,411,6.63,direct
R-1810,B-1810,499,7.45,warehouse
R-1811,B-1811,266,6.19,warehouse
R-1812,B-1812,440,10.23,direct
R-1813,B-1813,431,7.84,direct
R-1814,B-1814,81,1.84,warehouse
R-1815,B-1815,180,3.83,warehouse
R-1816,B-1816,434,6.38,warehouse
R-1817,B-1817,458,10.41,direct
R-1818,B-1818,134,1.74,direct
R-1819,B-1819,480,6.0,direct
R-1820,B-1820,295,7.2,warehouse
R-1821,B-1821,430,7.05,warehouse
R-1822,B-1822,433,7.34,direct
R-1823,B-1823,58,0.82,warehouse
R-1824,B-1824,113,2.31,warehouse
R-1825,B-1825,203,2.78,direct
R-1826,B-1826,31,0.55,warehouse
R-1827,B-1827,328,5.86,warehouse
R-1828,B-1828,133,2.15,warehouse
R-1829,B-1829,114,2.15,warehouse
R-1830,B-1830,228,5.7,direct
R-1831,B-1831,133,2.71,warehouse
R-1832,B-1832,127,3.02,direct
R-1833,B-1833,144,3.06,warehouse
R-1834,B-1834,310,5.44,warehouse
R-1835,B-1835,435,8.37,direct
R-1836,B-1836,88,1.14,direct
R-1837,B-1837,230,3.19,warehouse
R-1838,B-1838,493,6.4,direct
R-1839,B-1839,75,1.63,direct
R-1840,B-1840,329,7.0,warehouse
R-1841,B-1841,266,3.8,direct
R-1842,B-1842,24,0.33,direct
R-1843,B-1843,34,0.51,direct
R-1844,B-1844,487,6.49,direct
R-1845,B-1845,324,4.98,direct
R-1846,B-1846,199,4.63,direct
R-1847,B-1847,339,6.52,warehouse
R-1848,B-1848,336,4.67,warehouse
R-1849,B-1849,91,1.57,warehouse
R-1850,B-1850,360,5.07,direct
R-1851,B-1851,126,1.8,warehouse
R-1852,B-1852,351,7.31,direct
R-1853,B-1853,319,4.37,warehouse
R-1854,B-1854,260,4.26,warehouse
R-1855,B-1855,428,6.29,direct
R-1856,B-1856,212,4.08,direct
R-1857,B-1857,495,8.39,warehouse
R-1858,B-1858,342,8.14,direct
R-1859,B-1859,267,3.99,warehouse
R-1860,B-1860,378,5.73,warehouse
R-1861,B-1861,20,0.26,warehouse
R-1862,B-1862,181,3.02,warehouse
R-1863,B-1863,138,1.94,warehouse
R-1864,B-1864,215,3.36,direct
R-1865,B-1865,235,4.2,direct
R-1866,B-1866,139,2.04,direct
R-1867,B-1867,373,5.74,warehouse
R-1868,B-1868,65,1.1,direct
R-1869,B-1869,260,3.71,direct
R-1870,B-1870,479,7.37,warehouse
R-1871,B-1871,47,0.69,warehouse
R-1872,B-1872,233,4.09,warehouse
R-1873,B-1873,86,1.95,direct
R-1874,B-1874,387,5.86,warehouse
R-1875,B-1875,148,1.85,warehouse
R-1876,B-1876,153,2.32,direct
R-1877,B-1877,251,4.48,warehouse
R-1878,B-1878,67,0.89,direct
R-1879,B-1879,343,5.28,direct
R-1880,B-1880,52,0.88,direct
R-1881,B-1881,145,2.38,warehouse
R-1882,B-1882,380,9.5,warehouse
R-1883,B-1883,471,11.21,direct
R-1884,B-1884,232,3.62,direct
R-1885,B-1885,137,2.4,warehouse
R-1886,B-1886,482,6.89,direct
R-1887,B-1887,205,3.47,warehouse
R-1888,B-1888,367,7.49,direct
R-1889,B-1889,435,6.21,warehouse
R-1890,B-1890,151,2.56,direct
R-1891,B-1891,105,2.1,direct
R-1892,B-1892,320,5.16,direct
R-1893,B-1893,285,5.94,warehouse
R-1894,B-1894,453,10.07,warehouse
R-1895,B-1895,50,0.93,warehouse
R-1896,B-1896,339,6.05,direct
R-1897,B-1897,120,1.69,warehouse
R-1898,B-1898,367,8.34,direct
R-1899,B-1899,193,2.92,warehouse
R-1900,B-1900,70,1.49,warehouse
R-1901,B-1901,79,1.98,direct
R-1902,B-1902,173,2.31,direct
R-1903,B-1903,90,1.61,direct
R-1904,B-1904,239,5.56,warehouse
R-1905,B-1905,256,4.13,warehouse
R-1906,B-1906,318,4.18,warehouse
R-1907,B-1907,424,9.86,direct
R-1908,B-1908,55,1.38,warehouse
R-1909,B-1909,420,6.09,direct
R-1910,B-1910,28,0.44,direct
R-1911,B-1911,393,5.46,warehouse
R-1912,B-1912,233,3.53,direct
R-1913,B-1913,321,4.46,warehouse
R-1914,B-1914,422,6.7,warehouse
R-1915,B-1915,351,5.4,warehouse
R-1916,B-1916,244,4.6,warehouse
R-1917,B-1917,319,7.09,direct
R-1918,B-1918,119,2.43,warehouse
R-1919,B-1919,50,1.19,direct
R-1920,B-1920,138,1.82,warehouse
R-1921,B-1921,229,3.01,warehouse
R-1922,B-1922,418,7.89,warehouse
R-1923,B-1923,181,3.62,warehouse
R-1924,B-1924,370,6.17,direct
R-1925,B-1925,141,3.36,direct
R-1926,B-1926,145,2.46,direct
R-1927,B-1927,28,0.64,direct
R-1928,B-1928,368,5.04,direct
R-1929,B-1929,404,6.73,direct
R-1930,B-1930,29,0.42,direct
R-1931,B-1931,426,6.09,warehouse
R-1932,B-1932,411,5.55,direct
R-1933,B-1933,167,2.2,warehouse
R-1934,B-1934,485,11.83,direct
R-1935,B-1935,333,5.46,direct
R-1936,B-1936,29,0.38,warehouse
R-1937,B-1937,467,5.84,direct
R-1938,B-1938,306,7.29,warehouse
R-1939,B-1939,445,8.24,warehouse
R-1940,B-1940,463,9.65,warehouse
R-1941,B-1941,191,2.45,warehouse
R-1942,B-1942,112,2.55,direct
R-1943,B-1943,341,7.58,direct
R-1944,B-1944,363,8.85,warehouse
R-1945,B-1945,29,0.6,direct
R-1946,B-1946,23,0.43,warehouse
R-1947,B-1947,486,10.57,direct
R-1948,B-1948,342,5.61,warehouse
R-1949,B-1949,304,4.0,warehouse
R-1950,B-1950,76,1.65,direct
R-1951,B-1951,352,4.57,direct
R-1952,B-1952,31,0.42,direct
R-1953,B-1953,209,3.54,warehouse
R-1954,B-1954,138,2.76,warehouse
R-1955,B-1955,127,2.95,direct
R-1956,B-1956,238,4.41,warehouse
R-1957,B-1957,171,4.28,warehouse
R-1958,B-1958,343,4.76,warehouse
R-1959,B-1959,283,3.93,warehouse
R-1960,B-1960,400,5.0,warehouse
R-1961,B-1961,33,0.82,direct
R-1962,B-1962,248,5.17,direct
R-1963,B-1963,82,1.19,warehouse
R-1964,B-1964,464,7.37,direct
R-1965,B-1965,164,2.45,direct
R-1966,B-1966,436,7.03,warehouse
R-1967,B-1967,176,2.2,warehouse
R-1968,B-1968,370,8.04,direct
R-1969,B-1969,55,0.83,direct
R-1970,B-1970,291,5.2,warehouse
R-1971,B-1971,382,6.47,warehouse
R-1972,B-1972,44,0.76,direct
R-1973,B-1973,26,0.48,warehouse
R-1974,B-1974,356,5.84,warehouse
R-1975,B-1975,458,5.8,warehouse
R-1976,B-1976,344,7.48,direct
R-1977,B-1977,160,2.71,direct
R-1978,B-1978,421,9.79,warehouse
R-1979,B-1979,323,5.87,warehouse
R-1980,B-1980,295,6.02,direct
R-1981,B-1981,304,6.08,direct
R-1982,B-1982,37,0.52,warehouse
R-1983,B-1983,436,10.9,warehouse
R-1984,B-1984,334,6.68,warehouse
R-1985,B-1985,98,1.26,direct
R-1986,B-1986,204,3.4,warehouse
R-1987,B-1987,283,6.43,warehouse
R-1988,B-1988,398,5.1,warehouse
R-1989,B-1989,94,1.47,warehouse
R-1990,B-1990,200,4.76,direct
R-1991,B-1991,276,4.93,direct
R-1992,B-1992,162,2.7,warehouse
R-1993,B-1993,433,8.02,direct
R-1994,B-1994,157,2.71,warehouse
R-1995,B-1995,423,5.49,direct
R-1996,B-1996,361,7.52,direct
R-1997,B-1997,36,0.5,warehouse
R-1998,B-1998,470,6.27,warehouse
R-1999,B-1999,284,6.76,warehouse
R-2000,B-2000,122,2.6,direct
R-2001,B-2001,434,7.11,warehouse
R-2002,B-2002,497,8.02,warehouse
R-2003,B-2003,288,4.97,warehouse
R-2004,B-2004,217,4.34,direct
R-2005,B-2005,371,6.08,warehouse
R-2006,B-2006,137,2.54,direct
R-2007,B-2007,202,4.81,warehouse
R-2008,B-2008,217,3.14,direct
R-2009,B-2009,58,0.76,direct
R-2010,B-2010,285,6.2,direct
R-2011,B-2011,399,6.65,direct
R-2012,B-2012,333,4.62,warehouse
R-2013,B-2013,99,1.48,warehouse
R-2014,B-2014,94,1.92,direct
R-2015,B-2015,195,3.05,direct
R-2016,B-2016,343,8.37,direct
R-2017,B-2017,266,5.66,direct
R-2018,B-2018,133,2.83,direct
R-2019,B-2019,124,1.82,direct
R-2020,B-2020,84,2.0,direct
R-2021,B-2021,233,5.18,direct
R-2022,B-2022,348,5.8,direct
R-2023,B-2023,371,9.28,direct
R-2024,B-2024,377,5.54,direct
R-2025,B-2025,297,5.5,direct
R-2026,B-2026,375,6.05,warehouse
R-2027,B-2027,454,8.41,direct
R-2028,B-2028,291,4.41,direct
R-2029,B-2029,464,6.54,warehouse
R-2030,B-2030,452,10.51,warehouse
R-2031,B-2031,31,0.69,direct
R-2032,B-2032,213,3.67,direct
R-2033,B-2033,35,0.81,warehouse
R-2034,B-2034,118,1.49,warehouse
R-2035,B-2035,150,2.68,warehouse
R-2036,B-2036,118,2.36,direct
R-2037,B-2037,134,2.79,warehouse
R-2038,B-2038,93,1.82,warehouse
R-2039,B-2039,109,1.58,warehouse
R-2040,B-2040,219,3.98,direct
R-2041,B-2041,303,5.83,direct
R-2042,B-2042,493,9.48,warehouse
R-2043,B-2043,95,2.26,direct
R-2044,B-2044,485,7.7,warehouse
R-2045,B-2045,113,2.22,direct
R-2046,B-2046,121,2.09,direct
R-2047,B-2047,231,2.92,direct
R-2048,B-2048,83,1.24,warehouse
R-2049,B-2049,110,1.86,direct
R-2050,B-2050,63,1.47,direct
R-2051,B-2051,306,5.28,direct
R-2052,B-2052,463,11.02,warehouse
R-2053,B-2053,193,4.83,warehouse
R-2054,B-2054,270,4.66,direct
R-2055,B-2055,232,5.4,direct
R-2056,B-2056,103,2.24,direct
R-2057,B-2057,421,6.28,warehouse
R-2058,B-2058,148,2.51,direct
R-2059,B-2059,162,2.61,warehouse
R-2060,B-2060,302,4.14,direct
R-2061,B-2061,379,8.81,warehouse
R-2062,B-2062,23,0.37,direct
R-2063,B-2063,458,7.76,warehouse
R-2064,B-2064,32,0.42,direct
R-2065,B-2065,273,4.4,warehouse
R-2066,B-2066,67,1.22,warehouse
R-2067,B-2067,436,9.28,direct
R-2068,B-2068,66,1.61,direct
R-2069,B-2069,253,3.51,direct
R-2070,B-2070,243,5.79,direct
R-2071,B-2071,476,8.81,warehouse
R-2072,B-2072,318,4.82,direct
R-2073,B-2073,283,6.58,warehouse
R-2074,B-2074,330,7.5,warehouse
R-2075,B-2075,391,6.98,direct
R-2076,B-2076,480,9.06,direct
R-2077,B-2077,274,3.86,direct
R-2078,B-2078,117,1.83,warehouse
R-2079,B-2079,479,6.06,warehouse
R-2080,B-2080,236,3.03,direct
R-2081,B-2081,274,3.75,warehouse
R-2082,B-2082,479,11.4,warehouse
R-2083,B-2083,161,2.56,direct
R-2084,B-2084,256,5.02,direct
R-2085,B-2085,447,7.21,direct
R-2086,B-2086,193,3.78,warehouse
R-2087,B-2087,450,6.92,warehouse
R-2088,B-2088,449,9.76,warehouse
R-2089,B-2089,152,2.81,direct
R-2090,B-2090,83,1.93,direct
R-2091,B-2091,354,6.0,direct
R-2092,B-2092,402,6.18,direct
R-2093,B-2093,375,4.75,warehouse
R-2094,B-2094,238,3.05,warehouse
R-2095,B-2095,117,2.34,warehouse
R-2096,B-2096,297,4.71,direct
R-2097,B-2097,117,2.34,direct
R-2098,B-2098,408,5.3,direct
R-2099,B-2099,372,7.75,direct
R-2100,B-2100,416,6.5,direct
R-2101,B-2101,92,1.46,warehouse
R-2102,B-2102,176,2.26,direct
R-2103,B-2103,288,5.88,direct
R-2104,B-2104,37,0.73,direct
R-2105,B-2105,441,6.49,direct
R-2106,B-2106,407,8.31,direct
R-2107,B-2107,32,0.58,direct
R-2108,B-2108,393,7.71,direct
R-2109,B-2109,434,5.79,warehouse
R-2110,B-2110,348,7.1,direct
R-2111,B-2111,50,0.71,direct
R-2112,B-2112,38,0.58,warehouse
R-2113,B-2113,157,2.96,direct
R-2114,B-2114,195,4.24,direct
R-2115,B-2115,381,5.6,direct
R-2116,B-2116,117,2.72,warehouse
R-2117,B-2117,258,4.3,warehouse
R-2118,B-2118,488,7.18,warehouse
R-2119,B-2119,422,5.86,direct
R-2120,B-2120,354,4.92,warehouse
R-2121,B-2121,74,1.21,warehouse
R-2122,B-2122,295,4.92,warehouse
R-2123,B-2123,413,5.74,direct
R-2124,B-2124,280,6.51,direct
R-2125,B-2125,63,0.81,direct
R-2126,B-2126,436,9.48,direct
R-2127,B-2127,141,2.61,direct
R-2128,B-2128,217,3.5,warehouse
R-2129,B-2129,164,2.45,direct
R-2130,B-2130,39,0.74,direct
R-2131,B-2131,126,2.14,warehouse
R-2132,B-2132,114,1.43,direct
R-2133,B-2133,187,2.6,warehouse
R-2134,B-2134,50,0.83,direct
R-2135,B-2135,154,3.35,warehouse
R-2136,B-2136,188,2.76,warehouse
R-2137,B-2137,461,8.7,warehouse
R-2138,B-2138,156,3.55,direct
R-2139,B-2139,270,4.15,warehouse
R-2140,B-2140,148,2.64,direct
R-2141,B-2141,48,1.02,direct
R-2142,B-2142,159,3.06,warehouse
R-2143,B-2143,485,6.06,direct
R-2144,B-2144,289,4.13,warehouse
R-2145,B-2145,26,0.6,warehouse
R-2146,B-2146,441,7.74,direct
R-2147,B-2147,357,4.64,direct
R-2148,B-2148,427,5.77,warehouse
R-2149,B-2149,442,7.75,direct
R-2150,B-2150,261,3.95,warehouse
R-2151,B-2151,335,5.0,direct
R-2152,B-2152,68,1.19,direct
R-2153,B-2153,272,4.0,direct
R-2154,B-2154,196,3.44,direct
R-2155,B-2155,409,5.24,warehouse
R-2156,B-2156,56,0.93,direct
R-2157,B-2157,390,6.0,direct
R-2158,B-2158,281,4.32,direct
R-2159,B-2159,315,4.7,direct
R-2160,B-2160,481,7.07,direct
R-2161,B-2161,28,0.46,direct
R-2162,B-2162,150,2.88,warehouse
R-2163,B-2163,13,0.19,direct
R-2164,B-2164,187,4.56,direct
R-2165,B-2165,487,10.59,warehouse
R-2166,B-2166,199,4.97,direct
R-2167,B-2167,484,9.49,direct
R-2168,B-2168,248,3.22,warehouse
R-2169,B-2169,472,7.26,warehouse
R-2170,B-2170,397,5.93,direct
R-2171,B-2171,336,4.2,warehouse
R-2172,B-2172,145,2.27,warehouse
R-2173,B-2173,435,5.51,direct
R-2174,B-2174,328,5.38,direct
R-2175,B-2175,68,0.94,direct
R-2176,B-2176,24,0.59,warehouse
R-2177,B-2177,171,4.28,warehouse
R-2178,B-2178,97,1.67,direct
R-2179,B-2179,483,6.19,direct
R-2180,B-2180,398,8.84,direct
R-2181,B-2181,406,5.56,direct
R-2182,B-2182,136,2.0,direct
R-2183,B-2183,259,3.32,warehouse
R-2184,B-2184,286,5.61,warehouse
R-2185,B-2185,278,3.48,direct
R-2186,B-2186,119,2.25,direct
R-2187,B-2187,216,3.0,direct
R-2188,B-2188,344,5.46,warehouse
R-2189,B-2189,237,5.39,warehouse
R-2190,B-2190,306,6.24,warehouse
R-2191,B-2191,65,1.1,direct
R-2192,B-2192,175,3.43,warehouse
R-2193,B-2193,398,6.75,warehouse
R-2194,B-2194,72,1.24,warehouse
R-2195,B-2195,162,2.31,direct
R-2196,B-2196,467,6.67,warehouse
R-2197,B-2197,140,2.19,warehouse
R-2198,B-2198,66,1.27,direct
R-2199,B-2199,300,5.66,direct
R-2200,B-2200,200,3.03,warehouse
R-2201,B-2201,139,2.53,direct
R-2202,B-2202,389,6.08,direct
R-2203,B-2203,168,2.62,direct
R-2204,B-2204,262,3.54,warehouse
R-2205,B-2205,476,9.71,direct
R-2206,B-2206,355,5.92,direct
R-2207,B-2207,205,2.93,warehouse
R-2208,B-2208,298,3.77,warehouse
R-2209,B-2209,340,4.3,warehouse
R-2210,B-2210,327,6.17,direct
R-2211,B-2211,385,8.19,direct
R-2212,B-2212,49,0.91,warehouse
R-2213,B-2213,298,4.58,direct
R-2214,B-2214,368,8.18,warehouse
R-2215,B-2215,299,3.88,warehouse
R-2216,B-2216,159,2.27,direct
R-2217,B-2217,50,1.0,warehouse
R-2218,B-2218,331,7.88,direct
R-2219,B-2219,297,7.24,direct
R-2220,B-2220,290,6.17,direct
R-2221,B-2221,380,5.14,direct
R-2222,B-2222,247,3.29,direct
R-2223,B-2223,202,3.11,direct
R-2224,B-2224,128,1.83,warehouse
R-2225,B-2225,353,6.92,direct
R-2226,B-2226,445,9.67,warehouse
R-2227,B-2227,195,2.53,direct
R-2228,B-2228,72,0.95,direct
R-2229,B-2229,409,5.53,direct
R-2230,B-2230,388,9.7,warehouse
R-2231,B-2231,76,1.17,warehouse
R-2232,B-2232,228,4.3,direct
R-2233,B-2233,311,4.38,direct
R-2234,B-2234,182,2.3,warehouse
R-2235,B-2235,389,7.78,warehouse
R-2236,B-2236,37,0.58,direct
R-2237,B-2237,204,2.72,direct
R-2238,B-2238,235,4.05,warehouse
R-2239,B-2239,221,4.09,warehouse
R-2240,B-2240,466,6.85,warehouse
R-2241,B-2241,452,11.02,direct
R-2242,B-2242,75,1.17,warehouse
R-2243,B-2243,150,2.46,warehouse
R-2244,B-2244,231,4.81,direct
R-2245,B-2245,283,4.29,direct
R-2246,B-2246,290,4.33,direct
R-2247,B-2247,334,5.96,direct
R-2248,B-2248,202,3.61,warehouse
R-2249,B-2249,247,3.48,warehouse
R-2250,B-2250,169,2.64,direct
R-2251,B-2251,387,7.04,warehouse
R-2252,B-2252,255,3.45,warehouse
R-2253,B-2253,426,8.88,direct
R-2254,B-2254,367,4.65,direct
R-2255,B-2255,308,4.6,warehouse
R-2256,B-2256,171,2.48,warehouse
R-2257,B-2257,111,2.47,warehouse
R-2258,B-2258,427,5.34,direct
R-2259,B-2259,84,1.58,direct
R-2260,B-2260,46,0.69,warehouse
R-2261,B-2261,279,4.16,direct
R-2262,B-2262,25,0.49,direct
R-2263,B-2263,340,8.1,direct
R-2264,B-2264,458,9.74,warehouse
R-2265,B-2265,361,6.45,direct
R-2266,B-2266,234,3.9,warehouse
R-2267,B-2267,164,2.98,direct
R-2268,B-2268,149,2.57,direct
R-2269,B-2269,289,6.42,warehouse
R-2270,B-2270,204,4.25,warehouse
R-2271,B-2271,231,3.45,direct
R-2272,B-2272,212,4.51,warehouse
R-2273,B-2273,422,6.21,direct
R-2274,B-2274,48,0.69,direct
R-2275,B-2275,250,4.81,warehouse
R-2276,B-2276,351,5.85,direct
R-2277,B-2277,211,5.02,warehouse
R-2278,B-2278,312,6.5,direct
R-2279,B-2279,236,4.21,direct
R-2280,B-2280,305,4.42,direct
R-2281,B-2281,270,4.58,direct
R-2282,B-2282,266,3.91,direct
R-2283,B-2283,311,6.22,direct
R-2284,B-2284,275,3.99,warehouse
R-2285,B-2285,311,4.71,direct
R-2286,B-2286,275,6.55,direct
R-2287,B-2287,209,4.45,direct
R-2288,B-2288,59,1.13,direct
R-2289,B-2289,498,6.64,direct
R-2290,B-2290,436,6.06,direct
R-2291,B-2291,146,2.52,warehouse
R-2292,B-2292,78,1.26,warehouse
R-2293,B-2293,423,5.88,warehouse
R-2294,B-2294,78,1.73,direct
R-2295,B-2295,294,6.68,direct
R-2296,B-2296,239,4.35,warehouse
R-2297,B-2297,131,1.7,warehouse
R-2298,B-2298,368,6.13,warehouse
R-2299,B-2299,122,1.67,warehouse
R-2300,B-2300,147,1.86,warehouse
R-2301,B-2301,322,4.35,warehouse
R-2302,B-2302,375,5.14,warehouse
R-2303,B-2303,220,4.0,warehouse
R-2304,B-2304,48,0.77,warehouse
R-2305,B-2305,120,2.55,warehouse
R-2306,B-2306,308,5.13,direct
R-2307,B-2307,117,1.52,direct
R-2308,B-2308,268,5.36,direct
R-2309,B-2309,499,7.03,warehouse
R-2310,B-2310,157,2.66,warehouse
R-2311,B-2311,16,0.24,warehouse
R-2312,B-2312,389,7.34,direct
R-2313,B-2313,432,5.61,direct
R-2314,B-2314,412,9.16,direct
R-2315,B-2315,381,9.07,warehouse
R-2316,B-2316,59,0.75,warehouse
R-2317,B-2317,24,0.48,direct
R-2318,B-2318,371,7.27,warehouse
R-2319,B-2319,227,5.28,direct
R-2320,B-2320,269,5.49,warehouse
R-2321,B-2321,156,3.12,direct
R-2322,B-2322,475,8.64,direct
R-2323,B-2323,71,1.04,warehouse
R-2324,B-2324,320,4.71,direct
R-2325,B-2325,202,3.81,direct
R-2326,B-2326,400,9.09,direct
R-2327,B-2327,116,2.19,direct
R-2328,B-2328,457,6.82,direct
R-2329,B-2329,118,1.49,warehouse
R-2330,B-2330,488,8.0,warehouse
R-2331,B-2331,133,2.89,warehouse
R-2332,B-2332,253,4.02,warehouse
R-2333,B-2333,276,3.94,warehouse
R-2334,B-2334,86,1.48,direct
R-2335,B-2335,109,1.91,warehouse
R-2336,B-2336,254,3.74,direct
R-2337,B-2337,335,4.93,warehouse
R-2338,B-2338,400,5.48,direct
R-2339,B-2339,27,0.42,warehouse
R-2340,B-2340,144,2.94,warehouse
R-2341,B-2341,175,2.57,direct
R-2342,B-2342,416,8.85,direct
R-2343,B-2343,114,2.28,warehouse
R-2344,B-2344,83,1.06,direct
R-2345,B-2345,309,5.15,warehouse
R-2346,B-2346,80,1.33,direct
R-2347,B-2347,290,5.37,direct
R-2348,B-2348,37,0.64,direct
R-2349,B-2349,344,4.65,direct
R-2350,B-2350,265,4.27,direct
R-2351,B-2351,408,5.75,warehouse
R-2352,B-2352,147,2.19,warehouse
R-2353,B-2353,154,2.11,warehouse
R-2354,B-2354,28,0.55,warehouse
R-2355,B-2355,392,6.43,warehouse
R-2356,B-2356,349,8.31,warehouse
R-2357,B-2357,135,2.05,warehouse
R-2358,B-2358,379,6.77,warehouse
R-2359,B-2359,179,3.09,direct
R-2360,B-2360,89,1.89,warehouse
R-2361,B-2361,403,5.04,warehouse
R-2362,B-2362,233,3.82,warehouse
R-2363,B-2363,364,7.0,direct
R-2364,B-2364,14,0.23,direct
R-2365,B-2365,50,0.7,direct
R-2366,B-2366,343,5.91,warehouse
R-2367,B-2367,87,1.28,direct
R-2368,B-2368,347,5.88,direct
R-2369,B-2369,342,4.56,direct
R-2370,B-2370,40,0.55,direct
R-2371,B-2371,33,0.42,warehouse
R-2372,B-2372,408,9.27,direct
R-2373,B-2373,403,7.2,direct
R-2374,B-2374,425,5.59,direct
R-2375,B-2375,53,0.68,direct
R-2376,B-2376,22,0.41,warehouse
R-2377,B-2377,448,6.05,warehouse
R-2378,B-2378,239,3.62,warehouse
R-2379,B-2379,243,4.5,direct
R-2380,B-2380,249,4.02,warehouse
R-2381,B-2381,22,0.44,direct
R-2382,B-2382,150,2.05,direct
R-2383,B-2383,242,3.36,direct
R-2384,B-2384,150,2.17,warehouse
R-2385,B-2385,90,1.41,direct
R-2386,B-2386,430,5.51,direct
R-2387,B-2387,463,6.09,direct
R-2388,B-2388,99,1.68,direct
R-2389,B-2389,207,3.39,warehouse
R-2390,B-2390,281,4.53,warehouse
R-2391,B-2391,153,2.83,warehouse
R-2392,B-2392,320,7.62,warehouse
R-2393,B-2393,400,6.15,warehouse
R-2394,B-2394,410,6.61,warehouse
R-2395,B-2395,166,2.44,warehouse
