batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city
B-1320,Milk,Chilled,C,2026-02-07,2026-02-14,359,Refrigerated,Los Angeles
B-1321,Tomato,Fresh,B,2026-02-09,2026-02-23,437,Ambient,Houston
B-1322,Milk,Chilled,B,2026-02-01,2026-02-08,318,Refrigerated,New York
B-1323,Tomato,Fresh,C,2026-02-08,2026-02-22,386,Ambient,Los Angeles
B-1324,Fish,Chilled,A,2026-02-03,2026-02-08,210,Refrigerated,Phoenix
B-1325,Tomato,Fresh,B,2026-02-07,2026-02-21,437,Ambient,New York
B-1326,Meat,Chilled,A,2026-01-31,2026-02-05,404,Refrigerated,New York
B-1327,Onion,Fresh,A,2026-02-02,2026-02-16,120,Ambient,Chicago
B-1328,Tomato,Fresh,B,2026-02-08,2026-02-22,195,Ambient,Chicago
B-1329,Meat,Chilled,A,2026-02-09,2026-02-14,426,Refrigerated,New York
B-1330,Meat,Chilled,A,2026-02-03,2026-02-08,351,Refrigerated,New York
B-1331,Milk,Chilled,B,2026-02-04,2026-02-11,145,Refrigerated,Houston
B-1332,Meat,Chilled,B,2026-02-09,2026-02-14,446,Refrigerated,Chicago
B-1333,Milk,Chilled,C,2026-01-31,2026-02-07,216,Refrigerated,Phoenix
B-1334,Tomato,Fresh,B,2026-02-04,2026-02-18,102,Ambient,Los Angeles
B-1335,Milk,Chilled,C,2026-02-03,2026-02-10,460,Refrigerated,Houston
B-1336,Fish,Chilled,C,2026-02-04,2026-02-09,364,Refrigerated,Houston
B-1337,Meat,Chilled,C,2026-02-03,2026-02-08,288,Refrigerated,Houston
B-1338,Meat,Chilled,B,2026-02-03,2026-02-08,375,Refrigerated,Los Angeles
B-1339,Meat,Chilled,A,2026-02-06,2026-02-11,334,Refrigerated,New York
B-1340,Tomato,Fresh,B,2026-02-06,2026-02-20,135,Ambient,Houston
B-1341,Meat,Chilled,A,2026-02-02,2026-02-07,270,Refrigerated,Phoenix
B-1342,Tomato,Fresh,A,2026-02-05,2026-02-19,494,Ambient,Chicago
B-1343,Fish,Chilled,C,2026-02-06,2026-02-11,77,Refrigerated,Los Angeles
B-1344,Onion,Fresh,A,2026-02-05,2026-02-19,101,Ambient,Phoenix
B-1345,Milk,Chilled,A,2026-02-02,2026-02-09,328,Refrigerated,Chicago
B-1346,Milk,Chilled,C,2026-02-09,2026-02-16,386,Refrigerated,New York
B-1347,Fish,Chilled,C,2026-02-01,2026-02-06,253,Refrigerated,Los Angeles
B-1348,Onion,Fresh,B,2026-02-03,2026-02-17,305,Ambient,New York
B-1349,Fish,Chilled,A,2026-02-01,2026-02-06,177,Refrigerated,Houston
B-1350,Fish,Chilled,A,2026-02-04,2026-02-09,484,Refrigerated,Houston
B-1351,Tomato,Fresh,A,2026-02-04,2026-02-18,76,Ambient,Houston
B-1352,Fish,Chilled,C,2026-02-09,2026-02-14,309,Refrigerated,New York
B-1353,Meat,Chilled,B,2026-02-02,2026-02-07,254,Refrigerated,Los Angeles
B-1354,Meat,Chilled,C,2026-02-01,2026-02-06,493,Refrigerated,Chicago
B-1355,Onion,Fresh,B,2026-02-02,2026-02-16,370,Ambient,New York
B-1356,Meat,Chilled,B,2026-02-07,2026-02-12,89,Refrigerated,New York
B-1357,Meat,Chilled,C,2026-02-08,2026-02-13,389,Refrigerated,Chicago
B-1358,Tomato,Fresh,B,2026-01-31,2026-02-14,337,Ambient,New York
B-1359,Fish,Chilled,B,2026-02-09,2026-02-14,62,Refrigerated,Houston
B-1360,Milk,Chilled,A,2026-02-06,2026-02-13,255,Refrigerated,Chicago
B-1361,Tomato,Fresh,A,2026-02-03,2026-02-17,170,Ambient,New York
B-1362,Milk,Chilled,C,2026-02-05,2026-02-12,412,Refrigerated,Houston
B-1363,Fish,Chilled,A,2026-02-01,2026-02-06,282,Refrigerated,Houston
B-1364,Tomato,Fresh,B,2026-02-04,2026-02-18,344,Ambient,New York
B-1365,Onion,Fresh,A,2026-02-04,2026-02-18,230,Ambient,Phoenix
B-1366,Milk,Chilled,A,2026-02-08,2026-02-15,253,Refrigerated,Houston
B-1367,Milk,Chilled,C,2026-01-31,2026-02-07,227,Refrigerated,New York
B-1368,Onion,Fresh,C,2026-02-03,2026-02-17,299,Ambient,New York
B-1369,Meat,Chilled,C,2026-02-01,2026-02-06,268,Refrigerated,New York
B-1370,Onion,Fresh,B,2026-02-09,2026-02-23,219,Ambient,Houston
B-1371,Tomato,Fresh,A,2026-02-02,2026-02-16,285,Ambient,Los Angeles
B-1372,Onion,Fresh,A,2026-02-07,2026-02-21,447,Ambient,New York
B-1373,Milk,Chilled,C,2026-01-31,2026-02-07,460,Refrigerated,Chicago
B-1374,Fish,Chilled,B,2026-02-07,2026-02-12,179,Refrigerated,Los Angeles
B-1375,Onion,Fresh,C,2026-01-31,2026-02-14,138,Ambient,Chicago
B-1376,Milk,Chilled,C,2026-02-04,2026-02-11,270,Refrigerated,Chicago
B-1377,Fish,Chilled,A,2026-02-09,2026-02-14,333,Refrigerated,Houston
B-1378,Meat,Chilled,B,2026-02-03,2026-02-08,135,Refrigerated,Chicago
B-1379,Tomato,Fresh,A,2026-02-03,2026-02-17,186,Ambient,Phoenix
B-1380,Tomato,Fresh,B,2026-02-02,2026-02-16,71,Ambient,Phoenix
B-1381,Meat,Chilled,C,2026-01-31,2026-02-05,347,Refrigerated,Chicago
B-1382,Onion,Fresh,A,2026-02-08,2026-02-22,403,Ambient,Los Angeles
B-1383,Fish,Chilled,A,2026-02-03,2026-02-08,246,Refrigerated,New York
B-1384,Meat,Chilled,A,2026-02-02,2026-02-07,397,Refrigerated,Chicago
B-1385,Fish,Chilled,B,2026-02-07,2026-02-12,120,Refrigerated,Phoenix
B-1386,Onion,Fresh,A,2026-01-31,2026-02-14,77,Ambient,New York
B-1387,Fish,Chilled,B,2026-02-06,2026-02-11,207,Refrigerated,Chicago
B-1388,Fish,Chilled,B,2026-02-09,2026-02-14,289,Refrigerated,New York
B-1389,Meat,Chilled,B,2026-01-31,2026-02-05,320,Refrigerated,Los Angeles
B-1390,Meat,Chilled,C,2026-02-08,2026-02-13,234,Refrigerated,Houston
B-1391,Milk,Chilled,B,2026-01-31,2026-02-07,213,Refrigerated,New York
B-1392,Onion,Fresh,A,2026-02-02,2026-02-16,398,Ambient,Phoenix
B-1393,Meat,Chilled,B,2026-02-03,2026-02-08,306,Refrigerated,Los Angeles
B-1394,Onion,Fresh,A,2026-02-02,2026-02-16,495,Ambient,Houston
B-1395,Milk,Chilled,B,2026-02-09,2026-02-16,183,Refrigerated,New York
B-1396,Milk,Chilled,B,2026-02-01,2026-02-08,328,Refrigerated,Phoenix
B-1397,Tomato,Fresh,A,2026-02-05,2026-02-19,375,Ambient,Los Angeles
B-1398,Tomato,Fresh,C,2026-02-08,2026-02-22,58,Ambient,New York
B-1399,Milk,Chilled,A,2026-02-07,2026-02-14,141,Refrigerated,Houston
B-1400,Meat,Chilled,C,2026-02-08,2026-02-13,160,Refrigerated,Chicago
B-1401,Onion,Fresh,B,2026-02-06,2026-02-20,56,Ambient,Phoenix
B-1402,Onion,Fresh,C,2026-02-03,2026-02-17,144,Ambient,Houston
B-1403,Meat,Chilled,B,2026-02-05,2026-02-10,117,Refrigerated,New York
B-1404,Tomato,Fresh,C,2026-02-07,2026-02-21,225,Ambient,Phoenix
B-1405,Meat,Chilled,B,2026-02-03,2026-02-08,247,Refrigerated,Chicago
B-1406,Tomato,Fresh,C,2026-02-01,2026-02-15,209,Ambient,Chicago
B-1407,Milk,Chilled,C,2026-02-04,2026-02-11,418,Refrigerated,Chicago
B-1408,Meat,Chilled,A,2026-02-04,2026-02-09,202,Refrigerated,Chicago
B-1409,Milk,Chilled,C,2026-02-08,2026-02-15,137,Refrigerated,Houston
B-1410,Tomato,Fresh,C,2026-02-03,2026-02-17,286,Ambient,New York
B-1411,Onion,Fresh,A,2026-02-08,2026-02-22,145,Ambient,New York
B-1412,Onion,Fresh,C,2026-02-06,2026-02-20,218,Ambient,Chicago
B-1413,Fish,Chilled,B,2026-02-06,2026-02-11,167,Refrigerated,Phoenix
B-1414,Meat,Chilled,A,2026-02-01,2026-02-06,86,Refrigerated,Houston
B-1415,Onion,Fresh,C,2026-02-01,2026-02-15,253,Ambient,New York
B-1416,Fish,Chilled,C,2026-02-08,2026-02-13,500,Refrigerated,Chicago
B-1417,Meat,Chilled,B,2026-02-02,2026-02-07,277,Refrigerated,Los Angeles
B-1418,Meat,Chilled,B,2026-02-04,2026-02-09,326,Refrigerated,Chicago
B-1419,Milk,Chilled,B,2026-02-02,2026-02-09,500,Refrigerated,Los Angeles
B-1420,Milk,Chilled,A,2026-01-31,2026-02-07,300,Refrigerated,New York
B-1421,Tomato,Fresh,B,2026-02-03,2026-02-17,145,Ambient,Houston
B-1422,Meat,Chilled,A,2026-02-03,2026-02-08,286,Refrigerated,New York
B-1423,Meat,Chilled,C,2026-02-04,2026-02-09,368,Refrigerated,Phoenix
B-1424,Milk,Chilled,B,2026-02-06,2026-02-13,118,Refrigerated,Chicago
B-1425,Onion,Fresh,B,2026-02-05,2026-02-19,221,Ambient,Houston
B-1426,Tomato,Fresh,B,2026-02-05,2026-02-19,238,Ambient,Chicago
B-1427,Onion,Fresh,B,2026-02-08,2026-02-22,54,Ambient,Chicago
B-1428,Tomato,Fresh,A,2026-02-01,2026-02-15,215,Ambient,Phoenix
B-1429,Fish,Chilled,C,2026-02-06,2026-02-11,456,Refrigerated,Houston
B-1430,Milk,Chilled,C,2026-02-09,2026-02-16,387,Refrigerated,New York
B-1431,Meat,Chilled,A,2026-02-03,2026-02-08,436,Refrigerated,Los Angeles
B-1432,Onion,Fresh,C,2026-02-07,2026-02-21,205,Ambient,Phoenix
B-1433,Fish,Chilled,B,2026-02-03,2026-02-08,304,Refrigerated,Chicago
B-1434,Fish,Chilled,B,2026-02-09,2026-02-14,137,Refrigerated,Phoenix
B-1435,Fish,Chilled,A,2026-02-06,2026-02-11,393,Refrigerated,Phoenix
B-1436,Onion,Fresh,C,2026-02-09,2026-02-23,394,Ambient,Los Angeles
B-1437,Meat,Chilled,C,2026-02-04,2026-02-09,451,Refrigerated,New York
B-1438,Onion,Fresh,A,2026-02-05,2026-02-19,340,Ambient,Houston
B-1439,Onion,Fresh,C,2026-02-02,2026-02-16,407,Ambient,Houston
B-1440,Milk,Chilled,B,2026-02-02,2026-02-09,280,Refrigerated,Houston
B-1441,Tomato,Fresh,B,2026-02-05,2026-02-19,466,Ambient,Chicago
B-1442,Milk,Chilled,C,2026-02-07,2026-02-14,251,Refrigerated,Houston
B-1443,Fish,Chilled,C,2026-02-07,2026-02-12,188,Refrigerated,Los Angeles
B-1444,Fish,Chilled,A,2026-02-01,2026-02-06,230,Refrigerated,Chicago
B-1445,Fish,Chilled,A,2026-02-02,2026-02-07,343,Refrigerated,New York
B-1446,Milk,Chilled,A,2026-02-03,2026-02-10,249,Refrigerated,Phoenix
B-1447,Fish,Chilled,A,2026-02-04,2026-02-09,369,Refrigerated,New York
B-1448,Milk,Chilled,B,2026-02-01,2026-02-08,271,Refrigerated,Houston
B-1449,Onion,Fresh,A,2026-02-01,2026-02-15,90,Ambient,New York
B-1450,Milk,Chilled,A,2026-02-06,2026-02-13,105,Refrigerated,Houston
B-1451,Milk,Chilled,A,2026-02-09,2026-02-16,110,Refrigerated,New York
B-1452,Fish,Chilled,A,2026-01-31,2026-02-05,383,Refrigerated,Houston
B-1453,Meat,Chilled,B,2026-02-05,2026-02-10,479,Refrigerated,Los Angeles
B-1454,Meat,Chilled,A,2026-02-03,2026-02-08,423,Refrigerated,Phoenix
B-1455,Milk,Chilled,B,2026-02-03,2026-02-10,219,Refrigerated,Chicago
B-1456,Meat,Chilled,B,2026-02-01,2026-02-06,350,Refrigerated,Los Angeles
B-1457,Meat,Chilled,C,2026-02-04,2026-02-09,333,Refrigerated,Chicago
B-1458,Meat,Chilled,A,2026-02-09,2026-02-14,228,Refrigerated,New York
B-1459,Onion,Fresh,B,2026-02-04,2026-02-18,121,Ambient,Los Angeles
B-1460,Onion,Fresh,A,2026-01-31,2026-02-14,183,Ambient,Los Angeles
B-1461,Milk,Chilled,C,2026-02-03,2026-02-10,253,Refrigerated,New York
B-1462,Onion,Fresh,B,2026-01-31,2026-02-14,247,Ambient,Los Angeles
B-1463,Meat,Chilled,B,2026-01-31,2026-02-05,495,Refrigerated,Los Angeles
B-1464,Milk,Chilled,B,2026-02-03,2026-02-10,89,Refrigerated,New York
B-1465,Milk,Chilled,A,2026-02-06,2026-02-13,86,Refrigerated,New York
B-1466,Fish,Chilled,A,2026-02-04,2026-02-09,371,Refrigerated,Chicago
B-1467,Onion,Fresh,B,2026-02-02,2026-02-16,236,Ambient,New York
B-1468,Fish,Chilled,B,2026-01-31,2026-02-05,422,Refrigerated,Phoenix
B-1469,Onion,Fresh,A,2026-02-06,2026-02-20,250,Ambient,Houston
B-1470,Onion,Fresh,A,2026-02-05,2026-02-19,117,Ambient,Los Angeles
B-1471,Fish,Chilled,C,2026-02-03,2026-02-08,103,Refrigerated,Los Angeles
B-1472,Fish,Chilled,C,2026-02-03,2026-02-08,216,Refrigerated,Houston
B-1473,Meat,Chilled,B,2026-02-02,2026-02-07,492,Refrigerated,Chicago
B-1474,Tomato,Fresh,A,2026-02-01,2026-02-15,374,Ambient,Houston
B-1475,Tomato,Fresh,A,2026-02-06,2026-02-20,183,Ambient,Houston
B-1476,Milk,Chilled,B,2026-02-09,2026-02-16,400,Refrigerated,New York
B-1477,Onion,Fresh,C,2026-02-07,2026-02-21,287,Ambient,New York
B-1478,Onion,Fresh,C,2026-01-31,2026-02-14,116,Ambient,Phoenix
B-1479,Meat,Chilled,B,2026-02-05,2026-02-10,205,Refrigerated,Chicago
B-1480,Meat,Chilled,B,2026-02-04,2026-02-09,100,Refrigerated,Chicago
B-1481,Meat,Chilled,C,2026-02-02,2026-02-07,85,Refrigerated,Houston
B-1482,Onion,Fresh,C,2026-02-06,2026-02-20,136,Ambient,Phoenix
B-1483,Meat,Chilled,A,2026-02-03,2026-02-08,308,Refrigerated,Houston
B-1484,Milk,Chilled,C,2026-02-05,2026-02-12,377,Refrigerated,Phoenix
B-1485,Tomato,Fresh,A,2026-02-06,2026-02-20,215,Ambient,Chicago
B-1486,Milk,Chilled,A,2026-02-08,2026-02-15,428,Refrigerated,Los Angeles
B-1487,Onion,Fresh,B,2026-02-06,2026-02-20,442,Ambient,Los Angeles
B-1488,Onion,Fresh,A,2026-02-03,2026-02-17,108,Ambient,New York
B-1489,Tomato,Fresh,B,2026-02-05,2026-02-19,92,Ambient,New York
B-1490,Meat,Chilled,C,2026-02-03,2026-02-08,459,Refrigerated,New York
B-1491,Meat,Chilled,B,2026-02-08,2026-02-13,292,Refrigerated,Phoenix
B-1492,Tomato,Fresh,B,2026-01-31,2026-02-14,131,Ambient,New York
B-1493,Milk,Chilled,A,2026-02-05,2026-02-12,390,Refrigerated,New York
B-1494,Onion,Fresh,C,2026-01-31,2026-02-14,153,Ambient,Chicago
B-1495,Onion,Fresh,A,2026-02-03,2026-02-17,448,Ambient,Chicago
B-1496,Meat,Chilled,A,2026-02-02,2026-02-07,352,Refrigerated,Phoenix
B-1497,Milk,Chilled,A,2026-02-03,2026-02-10,382,Refrigerated,Houston
B-1498,Tomato,Fresh,A,2026-02-03,2026-02-17,350,Ambient,Chicago
B-1499,Tomato,Fresh,C,2026-02-02,2026-02-16,405,Ambient,Los Angeles
B-1500,Meat,Chilled,B,2026-02-04,2026-02-09,213,Refrigerated,Phoenix
B-1501,Fish,Chilled,C,2026-02-03,2026-02-08,283,Refrigerated,Houston
B-1502,Onion,Fresh,C,2026-02-05,2026-02-19,399,Ambient,Chicago
B-1503,Fish,Chilled,B,2026-02-01,2026-02-06,138,Refrigerated,Phoenix
B-1504,Onion,Fresh,B,2026-02-01,2026-02-15,378,Ambient,Phoenix
B-1505,Meat,Chilled,A,2026-02-09,2026-02-14,71,Refrigerated,Chicago
B-1506,Tomato,Fresh,A,2026-02-03,2026-02-17,117,Ambient,Houston
B-1507,Meat,Chilled,B,2026-02-04,2026-02-09,401,Refrigerated,New York
B-1508,Meat,Chilled,A,2026-02-04,2026-02-09,374,Refrigerated,Chicago
B-1509,Fish,Chilled,A,2026-02-06,2026-02-11,169,Refrigerated,Los Angeles
B-1510,Tomato,Fresh,C,2026-02-08,2026-02-22,309,Ambient,Houston
B-1511,Meat,Chilled,A,2026-02-01,2026-02-06,191,Refrigerated,Los Angeles
B-1512,Milk,Chilled,A,2026-02-09,2026-02-16,441,Refrigerated,Houston
B-1513,Fish,Chilled,B,2026-02-04,2026-02-09,93,Refrigerated,Los Angeles
B-1514,Onion,Fresh,A,2026-02-09,2026-02-23,282,Ambient,Phoenix
B-1515,Onion,Fresh,C,2026-02-05,2026-02-19,102,Ambient,Chicago
B-1516,Onion,Fresh,A,2026-02-08,2026-02-22,415,Ambient,Chicago
B-1517,Milk,Chilled,B,2026-02-02,2026-02-09,450,Refrigerated,New York
B-1518,Onion,Fresh,B,2026-01-31,2026-02-14,176,Ambient,Houston
B-1519,Onion,Fresh,C,2026-02-07,2026-02-21,161,Ambient,New York
B-1520,Tomato,Fresh,C,2026-02-01,2026-02-15,378,Ambient,New York
B-1521,Tomato,Fresh,A,2026-02-03,2026-02-17,478,Ambient,Houston
B-1522,Milk,Chilled,B,2026-01-31,2026-02-07,482,Refrigerated,Chicago
B-1523,Milk,Chilled,A,2026-02-01,2026-02-08,123,Refrigerated,Los Angeles
B-1524,Milk,Chilled,C,2026-02-05,2026-02-12,484,Refrigerated,Los Angeles
B-1525,Meat,Chilled,B,2026-02-09,2026-02-14,211,Refrigerated,Los Angeles
B-1526,Fish,Chilled,C,2026-01-31,2026-02-05,187,Refrigerated,Houston
B-1527,Tomato,Fresh,A,2026-02-09,2026-02-23,73,Ambient,Phoenix
B-1528,Onion,Fresh,A,2026-02-09,2026-02-23,98,Ambient,New York
B-1529,Milk,Chilled,C,2026-02-08,2026-02-15,205,Refrigerated,Los Angeles
B-1530,Onion,Fresh,A,2026-02-03,2026-02-17,186,Ambient,New York
B-1531,Meat,Chilled,A,2026-02-03,2026-02-08,209,Refrigerated,Phoenix
B-1532,Fish,Chilled,C,2026-02-09,2026-02-14,437,Refrigerated,Chicago
B-1533,Onion,Fresh,C,2026-02-05,2026-02-19,262,Ambient,New York
B-1534,Fish,Chilled,A,2026-02-08,2026-02-13,390,Refrigerated,Los Angeles
B-1535,Onion,Fresh,C,2026-02-09,2026-02-23,125,Ambient,Chicago
B-1536,Fish,Chilled,B,2026-02-06,2026-02-11,196,Refrigerated,Phoenix
B-1537,Fish,Chilled,C,2026-02-09,2026-02-14,403,Refrigerated,Chicago
B-1538,Onion,Fresh,B,2026-01-31,2026-02-14,190,Ambient,Chicago
B-1539,Meat,Chilled,B,2026-02-06,2026-02-11,73,Refrigerated,Phoenix
B-1540,Tomato,Fresh,C,2026-02-01,2026-02-15,486,Ambient,Houston
B-1541,Fish,Chilled,C,2026-02-01,2026-02-06,223,Refrigerated,Chicago
B-1542,Milk,Chilled,A,2026-02-03,2026-02-10,473,Refrigerated,Phoenix
B-1543,Tomato,Fresh,B,2026-02-09,2026-02-23,125,Ambient,Houston
B-1544,Fish,Chilled,B,2026-02-07,2026-02-12,219,Refrigerated,Houston
B-1545,Milk,Chilled,C,2026-02-03,2026-02-10,405,Refrigerated,Chicago
B-1546,Milk,Chilled,A,2026-02-03,2026-02-10,122,Refrigerated,Houston
B-1547,Meat,Chilled,B,2026-02-05,2026-02-10,273,Refrigerated,Phoenix
B-1548,Meat,Chilled,A,2026-02-01,2026-02-06,360,Refrigerated,New York
B-1549,Milk,Chilled,A,2026-02-09,2026-02-16,68,Refrigerated,Chicago
B-1550,Tomato,Fresh,B,2026-02-09,2026-02-23,195,Ambient,Chicago
B-1551,Fish,Chilled,A,2026-02-06,2026-02-11,181,Refrigerated,Chicago
B-1552,Tomato,Fresh,B,2026-02-03,2026-02-17,103,Ambient,Houston
B-1553,Meat,Chilled,A,2026-02-06,2026-02-11,157,Refrigerated,Chicago
B-1554,Fish,Chilled,A,2026-01-31,2026-02-05,435,Refrigerated,Phoenix
B-1555,Tomato,Fresh,B,2026-02-07,2026-02-21,262,Ambient,New York
B-1556,Onion,Fresh,A,2026-02-02,2026-02-16,496,Ambient,Chicago
B-1557,Fish,Chilled,B,2026-02-04,2026-02-09,217,Refrigerated,New York
B-1558,Milk,Chilled,A,2026-02-05,2026-02-12,108,Refrigerated,Houston
B-1559,Milk,Chilled,B,2026-02-06,2026-02-13,165,Refrigerated,Phoenix
B-1560,Tomato,Fresh,B,2026-02-07,2026-02-21,406,Ambient,Houston
B-1561,Meat,Chilled,A,2026-02-09,2026-02-14,55,Refrigerated,New York
B-1562,Tomato,Fresh,B,2026-01-31,2026-02-14,295,Ambient,New York
B-1563,Onion,Fresh,C,2026-02-04,2026-02-18,205,Ambient,New York
B-1564,Milk,Chilled,A,2026-02-08,2026-02-15,201,Refrigerated,New York
B-1565,Meat,Chilled,B,2026-01-31,2026-02-05,291,Refrigerated,Phoenix
B-1566,Fish,Chilled,C,2026-02-04,2026-02-09,123,Refrigerated,New York
B-1567,Onion,Fresh,C,2026-02-05,2026-02-19,92,Ambient,Chicago
B-1568,Tomato,Fresh,A,2026-02-01,2026-02-15,130,Ambient,New York
B-1569,Onion,Fresh,C,2026-02-07,2026-02-21,495,Ambient,New York
B-1570,Tomato,Fresh,C,2026-02-07,2026-02-21,462,Ambient,New York
B-1571,Onion,Fresh,B,2026-02-05,2026-02-19,84,Ambient,New York
B-1572,Fish,Chilled,B,2026-02-01,2026-02-06,128,Refrigerated,New York
B-1573,Tomato,Fresh,C,2026-02-08,2026-02-22,234,Ambient,New York
B-1574,Tomato,Fresh,A,2026-02-07,2026-02-21,464,Ambient,Phoenix
B-1575,Tomato,Fresh,C,2026-02-04,2026-02-18,108,Ambient,New York
B-1576,Tomato,Fresh,A,2026-02-03,2026-02-17,418,Ambient,Phoenix
B-1577,Meat,Chilled,B,2026-02-07,2026-02-12,335,Refrigerated,Chicago
B-1578,Fish,Chilled,A,2026-02-05,2026-02-10,215,Refrigerated,New York
B-1579,Fish,Chilled,C,2026-01-31,2026-02-05,211,Refrigerated,New York
B-1580,Fish,Chilled,B,2026-02-05,2026-02-10,71,Refrigerated,Chicago
B-1581,Onion,Fresh,A,2026-02-03,2026-02-17,320,Ambient,New York
B-1582,Fish,Chilled,B,2026-02-06,2026-02-11,458,Refrigerated,Los Angeles
B-1583,Onion,Fresh,B,2026-02-07,2026-02-21,445,Ambient,New York
B-1584,Onion,Fresh,B,2026-02-04,2026-02-18,500,Ambient,Chicago
B-1585,Tomato,Fresh,A,2026-02-04,2026-02-18,450,Ambient,Chicago
B-1586,Tomato,Fresh,B,2026-02-03,2026-02-17,166,Ambient,New York
B-1587,Milk,Chilled,C,2026-02-01,2026-02-08,141,Refrigerated,Houston
B-1588,Fish,Chilled,A,2026-02-02,2026-02-07,419,Refrigerated,New York
B-1589,Milk,Chilled,C,2026-02-01,2026-02-08,173,Refrigerated,New York
B-1590,Fish,Chilled,A,2026-02-04,2026-02-09,450,Refrigerated,Houston
B-1591,Fish,Chilled,C,2026-02-08,2026-02-13,377,Refrigerated,Chicago
B-1592,Milk,Chilled,A,2026-02-09,2026-02-16,265,Refrigerated,Los Angeles
B-1593,Milk,Chilled,B,2026-02-06,2026-02-13,249,Refrigerated,Houston
B-1594,Onion,Fresh,A,2026-02-01,2026-02-15,247,Ambient,Phoenix
B-1595,Onion,Fresh,A,2026-02-04,2026-02-18,148,Ambient,Los Angeles
B-1596,Tomato,Fresh,B,2026-02-02,2026-02-16,332,Ambient,Los Angeles
B-1597,Milk,Chilled,C,2026-02-07,2026-02-14,194,Refrigerated,Phoenix
B-1598,Milk,Chilled,A,2026-02-02,2026-02-09,426,Refrigerated,Los Angeles
B-1599,Fish,Chilled,C,2026-02-02,2026-02-07,452,Refrigerated,New York
B-1600,Fish,Chilled,A,2026-02-03,2026-02-08,123,Refrigerated,Chicago
B-1601,Milk,Chilled,C,2026-02-07,2026-02-14,75,Refrigerated,New York
B-1602,Milk,Chilled,A,2026-02-05,2026-02-12,206,Refrigerated,New York
B-1603,Fish,Chilled,C,2026-02-08,2026-02-13,346,Refrigerated,New York
B-1604,Milk,Chilled,A,2026-02-06,2026-02-13,208,Refrigerated,New York
B-1605,Tomato,Fresh,A,2026-02-01,2026-02-15,434,Ambient,Los Angeles
B-1606,Meat,Chilled,A,2026-02-08,2026-02-13,380,Refrigerated,Phoenix
B-1607,Tomato,Fresh,B,2026-02-09,2026-02-23,245,Ambient,Los Angeles
B-1608,Tomato,Fresh,A,2026-02-02,2026-02-16,389,Ambient,Houston
B-1609,Milk,Chilled,C,2026-02-08,2026-02-15,468,Refrigerated,New York
B-1610,Meat,Chilled,B,2026-02-07,2026-02-12,431,Refrigerated,Chicago
B-1611,Meat,Chilled,C,2026-02-03,2026-02-08,75,Refrigerated,New York
B-1612,Meat,Chilled,B,2026-02-04,2026-02-09,361,Refrigerated,Phoenix
B-1613,Meat,Chilled,B,2026-02-09,2026-02-14,164,Refrigerated,Phoenix
B-1614,Onion,Fresh,B,2026-02-07,2026-02-21,86,Ambient,Phoenix
B-1615,Milk,Chilled,A,2026-01-31,2026-02-07,170,Refrigerated,Phoenix
B-1616,Tomato,Fresh,C,2026-01-31,2026-02-14,361,Ambient,Los Angeles
B-1617,Meat,Chilled,B,2026-02-06,2026-02-11,397,Refrigerated,New York
B-1618,Meat,Chilled,A,2026-02-01,2026-02-06,370,Refrigerated,Phoenix
B-1619,Milk,Chilled,B,2026-02-07,2026-02-14,178,Refrigerated,Los Angeles
B-1620,Meat,Chilled,C,2026-02-01,2026-02-06,179,Refrigerated,Chicago
B-1621,Meat,Chilled,B,2026-02-04,2026-02-09,162,Refrigerated,Phoenix
B-1622,Tomato,Fresh,C,2026-02-01,2026-02-15,106,Ambient,Houston
B-1623,Onion,Fresh,B,2026-02-08,2026-02-22,383,Ambient,Phoenix
B-1624,Milk,Chilled,C,2026-02-09,2026-02-16,232,Refrigerated,New York
B-1625,Fish,Chilled,B,2026-02-01,2026-02-06,468,Refrigerated,Chicago
B-1626,Tomato,Fresh,A,2026-02-01,2026-02-15,416,Ambient,New York
B-1627,Tomato,Fresh,A,2026-01-31,2026-02-14,266,Ambient,New York
B-1628,Fish,Chilled,C,2026-02-06,2026-02-11,124,Refrigerated,Houston
B-1629,Meat,Chilled,A,2026-02-08,2026-02-13,478,Refrigerated,Chicago
B-1630,Tomato,Fresh,C,2026-02-05,2026-02-19,334,Ambient,Houston
B-1631,Tomato,Fresh,B,2026-02-04,2026-02-18,371,Ambient,Phoenix
B-1632,Onion,Fresh,A,2026-02-01,2026-02-15,345,Ambient,Chicago
B-1633,Fish,Chilled,A,2026-02-01,2026-02-06,114,Refrigerated,Houston
B-1634,Fish,Chilled,B,2026-02-02,2026-02-07,437,Refrigerated,Chicago
B-1635,Tomato,Fresh,C,2026-02-04,2026-02-18,66,Ambient,New York
B-1636,Fish,Chilled,C,2026-02-03,2026-02-08,342,Refrigerated,Phoenix
B-1637,Milk,Chilled,A,2026-02-06,2026-02-13,459,Refrigerated,Chicago
B-1638,Meat,Chilled,C,2026-02-02,2026-02-07,69,Refrigerated,Chicago
B-1639,Tomato,Fresh,B,2026-02-08,2026-02-22,367,Ambient,Chicago
B-1640,Meat,Chilled,C,2026-02-04,2026-02-09,256,Refrigerated,Chicago
B-1641,Fish,Chilled,B,2026-02-05,2026-02-10,337,Refrigerated,Phoenix
B-1642,Meat,Chilled,A,2026-02-06,2026-02-11,334,Refrigerated,Houston
